userName,score,at,content
Eko M Susetyo,1,2023-06-27 12:10:57,Bingtang 1 dulu. Saya setelah vaksin kok data nya tidak langsung masuk ke akun 1sehat? Pdhal tadi kata petugasnya langsung masuk.
Huang Liu,1,2023-06-27 10:45:35,"Sertifikat vaksin saya yang ke dua dan ke tiga kemana?! Saya udah sampe booster, mau download Sertifikat nya tapi gak ada. Setelah di update malah hilang semua. Saya butuh Sertifikat vaksin untuk syarat kerja. Tolong banget ini!"
Detisna 6618,1,2023-06-27 10:30:54,Dah apk nya emang kureng
ier fangi,1,2023-06-27 10:19:53,Kenapa yang milik pemerintah selalu jelek
Jesayas Dominggo,5,2023-06-27 10:11:12,Tolong kasih tahu cara nya sih bagaimana masuk ke akun tapi no hp dah ga aktif dan email yg saya daftar kan ga bisa masuk saya butuh banget surat vaksin untuk pekerjaan saya
Rahmat Saputra,1,2023-06-27 09:54:38,"Aplikasi gak guna, sertifikat gak muncul, liat di website resmi harus klaim manual tapi tombol klaimnya gak ada, call center gak aktif, lewat WhatsApp gak pernah dilayani, lewat email lelet banget."
Jessica Jesslyn,5,2023-06-27 09:31:14,Terima kasih.. punya saya semua lengkap..
Aleee wild,1,2023-06-27 08:25:26,"Aplikasi nya ribet, tiap mau masuk harus masukin kode verification terus, mana lama lagi kode nya, trus klo udah ada kode nya selalu ada ""masukan yg benar kode"" , sungguh sangat ketinggalan zaman"
RANGGA KW,1,2023-06-27 08:22:25,sertifikat datanya ke ganti sendiri setelah update
Hapid Fi,4,2023-06-27 08:07:10,Ok
uthomorama Putra77,5,2023-06-27 07:26:50,Sudah vaksin bosster 1...tapi datanya belum muncul di applikasi...tapi saya hubungi CS nya... respon nya cepat...dan akhirnya sertifikat bosster 1 saya sudah muncul di applikasi...
Frendy Putra,1,2023-06-27 06:41:39,Gak bisa loginn parahhh
asia trans,1,2023-06-27 06:28:43,"Selepas diperbarui harus log in lagi,sedangkan kita hidup tidak untuk mengingat sepanjang masa username dan sandi peduli lindungi ,,Lebih bagus mysejahtera malaysia akun lama akan keluar asal masih di handphone sama"
Irwan Boy,5,2023-06-27 01:40:55,Good
Asyoful Umam,5,2023-06-27 01:03:21,Mantap
Khaerudin Sadol,1,2023-06-26 23:09:59,Ga bisa kebuka gimana sih malah makin ribet udah bener yg kemarin malah kaya gini
Andrean mega Yudha,1,2023-06-26 21:05:27,"sertifikat vaksin gw ga muncul, pdhal awalnya ada, tiba"" suruh relog malah ilang data gw. aplikasi gajelas"
Dandi Raihan,1,2023-06-26 21:03:03,Ga bisa masuk masuk applikasi ga jelas udah di isi semua tetep aja ga bisa masuk
Naomi K Priscilla,1,2023-06-26 20:07:59,"Sertifikat booster saya udh berhari-hari belum muncul juga. Mana keburu butuh :"""
Nasuka Nasuka,2,2023-06-26 19:58:42,Oke
Fita Puspita2704,5,2023-06-26 19:46:15,Kenapa daftar riwayat vaksin nya tidak muncul
JOEDIEN Yt,1,2023-06-26 19:40:58,Apk kontoooooooooooolll
Dulling Channel,1,2023-06-26 19:30:38,Kok gak bisa masuk yah?
Eko Nur Mustaqim,1,2023-06-26 18:50:34,Tidak bisa d update
Awalul Majid,1,2023-06-26 18:16:42,"Loh saya sudah boster pertama (vaksin 3), ini mau boster ke dua (vaksin 4) gagal, malah dikira belum boster pertama (vaksin 3), jadinya di suntik double boster pertama (vaksin 3)."
Sapril Tanaijo,1,2023-06-26 18:04:33,Aplikasi parah tidak bisa cek sertifikat vaksin👎
DONK IRON,1,2023-06-26 17:49:56,Susah banget ngecek hasil vaksin. Jangan sampai pake apl ini.
Yulia Binarsih,2,2023-06-26 17:45:55,Xxzezw
Dwi Rosalina,5,2023-06-26 17:30:10,👍
Rahmat Fauzy,1,2023-06-26 17:11:14,ruwettttttttt
Agus Zubair Ahmad,1,2023-06-26 17:04:58,Gajelas sumpah . Otp udah bner padahal tapi gagal . Giliran di coba lagi . Gabisa karna bnyak percobaan
Yudi Sssl,1,2023-06-26 16:36:56,Mau login..masukin otp nya kenapa salah trus ya padahal saya udh ngisi dengan bnar
Jacky Ambon,5,2023-06-26 16:14:47,T o p
Dhaeng Dhalle17,1,2023-06-26 16:01:23,"Gila seh nih aplikasi di perbarui malah gk bisa2 masuk, mau cek surat vaksin juga gk bisa2,,, data ancur lebur ada apa ini??? Mohon pencerahannya knp hbs di update malah gk bisa masuk padahal data diri sesuai."
Boho Dutchman,1,2023-06-26 14:50:06,"Aplikasi nya jelek masa mau login ga bisa, kode Verifikasi udah benar masih aja ga bisa. Parah nih aplikasi"
Shinta Ramadhani,1,2023-06-26 13:37:18,Sertifikat vaksin yg yg terbaru tidak muncul di aplikasi
Yozi Yozi,5,2023-06-26 13:23:53,Mantap
Anis Rahayu,1,2023-06-26 13:07:03,"Aplikasi nggak jelas banget masa udah vaksin dari lama sertifikat belum keluar""penanganannya juga gj"
Dwiki low,1,2023-06-26 12:56:26,"Saya sudah vaksin booster 1 , tapi kenapa sertifikatnya belum terupdate di aplikasi satu sehat , mohon dengan bijak untuk diperbaiki lagi kualitas apknya atau bahkan CSnya"
Charles Purba,1,2023-06-26 12:23:20,Aplikasi jelek. Lebih bagus yg lama peduli lindungi. Sudah masukkan data yg keluar cuma vaksin 1 padahal sudah 2 kali vaksin.
Mos Jul,5,2023-06-26 12:15:13,Ok
Ilham Game,1,2023-06-26 11:28:57,Mengecewakan
Hernowo Mualaf,1,2023-06-26 11:10:54,"Aplikasinya tambah payah. Mending yang pedulilindungi Data berubah tidak seperti di pedulilindungi. NIK, Nama, Tangal lahir, Sertivikat vaksin malah nama orang. Njirrr payahhh..lolll"
Androumeyda Putri Berlian,1,2023-06-26 10:52:32,"TOLONG YA KENAPA SAYA GABISA LOGIN!!!! padahal dulu waktu masih pakai versi lama. Peduli lindungi aman aman saja, giliran saya update sama sekali tidak bisa login. Saya sudah input NIK sesuai dgn aslinya. Tapi malah gabisa login!! Saya juga sudah coba masuk pakai no. Telfon dan email saya tapi tetep nihil hasilnya. Tolong dong solusinya, jadi mempersulit gini sih"
Fadhil Pramudya,5,2023-06-26 10:39:05,Bagus
Samuel jhosep Konoralma,5,2023-06-26 10:29:44,Sangat membantu
Nopi Pitti,1,2023-06-26 09:59:14,"Udah vaksin booster 2 tapi sertifikat gak muncul muncul, haddehhh"
Nur iyanto,5,2023-06-26 09:56:08,Is the best
Agam Nasrulohpratama,1,2023-06-26 09:41:59,"Sangat buruk,tiket vaksin booster ke 2 dan ke 1 kok sama.udah divaksin booster 2 krna tiket vaksin sama dgn booster 1 jadi gk bisa muncul"
rzky oke,1,2023-06-26 09:09:57,Kecewa kada bisa log in
Vivianty Aprilia,1,2023-06-26 08:57:43,Aplikasi gak mutu sama sekali lebih mudah peduli lindungi. ..gak ada yg lebih ribet lagi..kah
Purasti astini,5,2023-06-26 08:18:40,Aplikasi ini sangat penting bagi saya
Ubay Dillah,1,2023-06-26 05:16:00,Makin susah masuk
Agung Robiansyah,1,2023-06-26 04:34:33,Mempersulit pengguna
TUTI ALWIYAH,5,2023-06-26 04:00:54,Best
Suhada24,1,2023-06-26 00:24:58,"Ini kok sertifikat vaksin gak muncul sih padahal dah di update, login beberapa kali"
DR. Horizontal,1,2023-06-25 23:07:45,"Apk banyak bug nya,dan bukanya mempermudah malah mempersulit gabisa scan barcode suka error"
Pejalan Diam,1,2023-06-25 20:02:39,"Aplikasi Buruk, semakin update semakin Buruk, Riwayat Kartu Vaksin Hilang semua"
Rudy Sitohang,5,2023-06-25 20:00:55,Best of the best Telkomsel 🙏
Pandu Ramadhan,5,2023-06-25 19:56:11,Bermanfaat Mantap
Zaenal Abidin,5,2023-06-25 19:23:45,Sangat baik
Agung Sastika,1,2023-06-25 18:52:16,Waduh peduli lindungi ko tmbh ruwet saya sdh 3 kali vaksin setelah ganti/ perbarui data sertifikat vaksin tdk sesuai
Prayoga Rizki,1,2023-06-25 18:47:59,"Ini gimana si diperbaharui kok malah munculnya cuman yang pertama,terus aplikasinya membingungkan.!!"
D73Mi. A,1,2023-06-25 18:32:35,"Hmm....sesudah pandemi berakhir,apakah aplikasi ini juga akan berakhir nasibnya? Tunggu saja tanggal mainnya. Hohohoho....pemerintah sudah memutuskan covid 19 sekarang sudah status endemi. Jd sudah bisa ditebak aplikasi ini sekarang nasibnya bagaimana dan mau dibawa kemana hubungan kita."
Natsuo Kun,2,2023-06-25 18:07:37,Apk Rusak keknya.. data vaksin dan tes rapid ku ilang semua
kamzul blacksong,1,2023-06-25 16:37:09,Susah di buka
Dede Virman,5,2023-06-25 15:32:09,Good aplikasi
Mr Taliwang,1,2023-06-25 15:19:01,Tujuan update lebih baik.. ni mah malah kemunduran...negara apa ini.. capek gw..
nanto nanto,1,2023-06-25 15:01:02,Aplikasi yg bikin ribet saat ini..dan baru kali ini ada aplikasi yg di wajibkan pemerintah bagi warganya yg mobile..tapi sering error sistem nya...keamanan data penduduk hrs di protect lagi... [25 juni 2023.15.01]Sertikat booster 2 juga gak muncul2 ini..ada aplikasi milik negara...ada regulasi..tapi nol semua..gak ada gunanya
Arbi romado Miftachul hadi,1,2023-06-25 12:26:15,Vaksinasi tidak terbaca saya sudah komplain lewat email dan wa kemenkes namun tidak ada tindakan sampai berhari-hari
Maradona Tambunan,1,2023-06-25 10:31:40,Kenapa aplikasi buatan pemerintah bobrok kali. Kalau AQ kelapa negaranya ku pecatin semua yang tidak becus kerja. Untuk layanan publik pun kek gini aplikasinya.
Alviyah dewi,1,2023-06-25 09:41:55,"Sertifikat vaksin bosster ke 2 udah 4 bln gk muncul"""
ilmu hikmah,1,2023-06-25 09:11:53,Knapa harus login sandinya verifikasi lewat wa?? Knp gk pakai verifikasi lewat sms? Jd ribet aja gk bsa login krna nmer wa q uda dblokir ama pihak wa. Harusnya pakai sms donk
Roha Tika,4,2023-06-25 09:07:59,9⁸9⁰09⁹98 iya
Sarjito Jito,5,2023-06-25 08:45:40,OrgO
YUDO PRASETYO UTOMO,1,2023-06-25 08:43:11,"Di peduli lindungi sudah ada sertifikat vaksin dari 1, 2, 3 tetapi di aplikasi yang baru ""satu sehat"" nggak ada.....aplikasi sampah"
MUKTI CHANNEL,5,2023-06-25 08:24:18,Iya
Hilda A Zalukhu,5,2023-06-25 07:38:58,👍🏻
Adi Adiguna,3,2023-06-25 06:11:26,Bad
Wahyudi Spect,1,2023-06-25 05:49:16,Saya sudah vaksin booster ke3 tapi kok datanya hilang ya?
Grace K,1,2023-06-25 04:51:21,"Jelek sekali aplikasinya, yg lama lebih bagus"
Alika Nayla,1,2023-06-25 00:12:55,Apk nya ngaguna banget bikin emosi aja
Sintya Piink,2,2023-06-25 00:07:18,😅😅😅😅😅😅😅😅
Adam Mutawali,1,2023-06-24 23:02:55,"Udah capek-capek nahan sakitnya suntikan udah ikut Vaksinasi ke3 eh malah ilang semua riwayat vaksinnya, Update bukannya bener ni aplikasi malah ilang KOCAK"
Ferry Hermanto,5,2023-06-24 21:27:57,Good
Rido Aryanto,1,2023-06-24 21:25:38,Hallo min sapa dong👋
Faiz Firza,1,2023-06-24 21:16:29,halo min saya kan waktu itu udah terdaftar tapi di hp kehapus saya mau pindahkan ke hp baru tapi format email nya tiba tiba ilang ga terdaftar
Septy Ulandary,1,2023-06-24 20:59:29,Mohon bantuannya ini sudah vaksin tp sertivikat nya blm muncul di aplikasi 1 sehat
Ani Mareta,1,2023-06-24 19:59:16,Bug bet dah
Agus Wah Yudi,1,2023-06-24 18:33:29,Sertifikatku mana woy
parno Hutasoit,1,2023-06-24 17:52:31,"Aplikasi apaan ini,cara nge cek riwayat vaksin kita dari dosis pertama jadi gimana kocak??banyak perusahan yg butuh daftar lengkap vaksin,bukannya makin bagus mlah eror apalikasi taik taik taikk"
susiloorbb,1,2023-06-24 16:52:43,"Sekelas negara bikin apk aja ga bisa cakep. Lu kerja apa gabut gabutan. Sebagai rakyat kecewa. Bikin apk banyak², fungsi kagak."
Fendi dwi Sulistiyanto,1,2023-06-24 16:08:39,Tambah ga jelas Tambah lemotnya Dah faksin 3x sertifikat ga ada
Linda Kartika,1,2023-06-24 14:10:59,Aplikasinya bagus yg sebelumnya. Aplikasi yg sekarang NIK suami yg dimasukan malah yg keluar nama istri
FAJAR NUR ROHMAN,1,2023-06-24 12:33:15,"udah beberapa bulan sampe sekarang, mau login gak bisa tolol"
khafid,3,2023-06-24 12:05:27,CS tidak merespon keluhan
Angler Kopi,3,2023-06-24 12:04:10,Tidak pernah menggunakannya
Temamanozebua Temamanozebua,5,2023-06-24 11:56:54,mantap
Yuu•,1,2023-06-24 11:34:55,pemerintah t0l0l
Muchtar Ckm,5,2023-06-24 10:53:47,Tolong bantu ganti nomor yg sudah non aktif . Ini yh baru buat verivikasi vakdin
Johan Johan,5,2023-06-24 10:52:00,U.6 ...m . . B
Owin Pegu,1,2023-06-24 10:36:55,Aplikasi tidak berfungsi dengan baik
Sandhy Mahardika,1,2023-06-24 09:51:16,smnjk dignti nama makin ga jelas aplikasinya 👎👎👎👎
asep septian,2,2023-06-24 09:45:38,"Apk nya aneh, no verifikasi benar malah salah"
Ade Kurniawan,1,2023-06-24 08:54:15,Makin ga jelas
Rio Waratmaja,1,2023-06-24 08:45:23,ga jelas udah vaksin 2x ga keluar sertifikatnya bagus peduli lindungi
MUSTOFA (Topan),5,2023-06-24 08:12:13,AI automation unloack full all service experiences developer advance gloabal
jonni sihombing,1,2023-06-24 07:11:01,"Apk wakanda ga jelas,ribet,rusuh"
Ask Rasyid,1,2023-06-24 06:52:03,Mana sertifikat ku?!! 😡😡😡😡👎👎👎👎
Rifqi maulana,5,2023-06-24 06:46:14,Keren
SSKTB A2,1,2023-06-24 00:16:26,"Aplikasi gagal .., lebih baik sebelumnya .sangat buruk .."
Anisa Fitri,5,2023-06-23 23:53:16,Jiwaku O L
Indra lesmana Lesmana,5,2023-06-23 23:41:59,Good
Enny 5474,1,2023-06-23 22:46:28,"Maaf apps sama sekali TDK mmbantu, setiap mo buka apps harus SELALU verifikasi kode terus. Apps bikin puyeng"
Reki Ticoalu,1,2023-06-23 22:07:26,Kenapa aplikasih dari pemerintah selalu aja di persulit
YOGI,1,2023-06-23 21:54:17,Tolong dong di perbaiki kami yg tidak memiliki whatsApp atau yg nomer nya sudah ganti susah untuk mendapatkan akses login kasih 2 opsi dong Via sms juga aplikasi pemerintah ko kek gitu nyusahin rakyat aja udah bener waktu itu peduli lindungi sekarang malah makin ngacoo perbiki lagi jangan bikin susah rakyat!!!.
Farel Gerryansyah,1,2023-06-23 21:50:42,6yh1
Sari Min,3,2023-06-23 21:16:53,"Masak setiap mau buka aplikasi harus masukkan no tlpn, Sering update tp sertifikat boster ke dua tidak ada padahal sdh lama"
Hari Setyanto,1,2023-06-23 21:06:32,Ayo rame² Uninstall aplikasi sampah ini. Cuma bikin kaya raya si Luhut
Furqon Disini,1,2023-06-23 20:27:22,"Tolong Di percepat data masuk bukti vaksin,Udh satu minggu selesai vaksin tpi gk masuk datanya di aplikasi susah buat ngelamar kerja kalo data gak masuk!"
Ilham Maulana,1,2023-06-23 19:07:49,Sertifikat saya nggak keluar keluar sudah 3 bulan
agus agus,5,2023-06-23 18:33:18,Sangat suka sekali
erwan noto,5,2023-06-23 18:31:46,Fungsi buruk
Atika Nur Fadilah,4,2023-06-23 18:05:48,"Untuk penginputan data vaksin mohon dipercepat ya min.. jangan sampai customer curhat dulu baru ditangani, untung aja gercep nginputnya.. selebihnya sangat bagus."
Ferry Oddie,1,2023-06-23 17:55:39,makin parah tidak bisa dibuka
Zamie_MR,5,2023-06-23 17:48:43,Mantap ...ada kendala fast respon dan teratasi dengan cepat
Paluy Paluy,1,2023-06-23 16:04:33,"Uninstal aja aplikasi ny gajelas abis diupdate, mau login masukin kode pdhl udh bener malah salah trus anehh"
Atam Tanjaya,1,2023-06-23 15:27:23,Tidak melayani keluhan
Cahyani Febriyani,1,2023-06-23 15:25:49,Keluhan tidak dilayani.
Etik Soeharyani,1,2023-06-23 14:35:51,Bukanya makin bagus makin kesini makin pekok
H A K I M,3,2023-06-23 14:26:47,"Parah, login saja susah kode verif invalid terus."
arya cekro,1,2023-06-23 14:16:49,"Kenapa di aplikaasi vaksin saya hanya vaksin ke dua, pdahal di sertivikat nya udah tertera kalo sudah vaksin 3"
David Agil,1,2023-06-23 14:01:48,"Aplikasi pemerintah ni gmn,kurang Personel IT kah bikin aplikasi kek bikin kerupuk mana masih keras lagi"
Luthfi 668,1,2023-06-23 13:39:52,Bukannya makin bagus malah jelek
Antonius Anton,5,2023-06-23 11:18:49,Kurre buda
Lilis Zuli Indriani,1,2023-06-23 10:33:43,Semakin update semakin tidak berguna
Marissa Ajekrun,5,2023-06-23 10:29:59,"Kemarin sempat sudah vaksin ke 2 tapi sertifikat belum keluar, lalu saya coba wa dan email satu sehat Alhamdulillah di respon, responnya cepat dan tepat. Bagi teman² yang belum ada sertifikat bisa coba wa atau email satu sehat"
Gilang hnf,1,2023-06-23 09:42:06,saya belum booster 2 tapi data booster 2 sya sdh di input tanggal dan tmpatnya sama dngn data booster 1 sya. ini mau booster 2 ga bisa krna keterangan sdh booster 2 mohon bantuannya sya dikira nembak vaksin
Ananda Habta,1,2023-06-23 09:37:51,Membuat Indonesia sehat
Renay KW,1,2023-06-23 09:22:50,"fitur tdk sm dg pedulilindungi, ribet"
kicau pemula,1,2023-06-23 09:05:50,Aplikasi gak jelas gak bisa log in walau kode otp sudah di masukan...
FF Chanel,1,2023-06-23 08:38:39,Makin g jelas masukin kode otp sudah bener tpi ktanya salah👎
Surya Xd,5,2023-06-23 07:55:19,"mantap aplikasi nya kak , semangat kak"
Wiwing Kartawijaya,1,2023-06-23 06:46:15,"Aplikasi pemerintah kaga berguna, ngabisin anggaran doang"
Romy saputra,5,2023-06-22 23:44:14,Mantap
Mas Mono,1,2023-06-22 23:16:19,Sebenarnya ini masih berguna apa tidak? Klaim sertifikat vaksin booster kedua kok ribet banget
Arip Rahman,5,2023-06-22 22:19:22,Bagus membantu
Ika Yutika,1,2023-06-22 21:28:06,"Banyak update terus, blank juga"
Geo Nopriansyah,1,2023-06-22 20:54:25,Aplikasi gak jelas semenjak peduli lindungi di ganti satu sehat saya engga bisa login lagi padahal saya udah vaksin mau ngambil sertifikat vaksin
Farida Ariyani,5,2023-06-22 20:43:39,Bagus
Danang Fadila,1,2023-06-22 20:17:27,"Mau ganti nomor hp gak bisa, alasan format tidak sesuai padahal nomor sudah benar. Dipaksa save muncul error yang sulit dipahami"
JarrBuell 05,1,2023-06-22 20:10:05,"gaguna diganti apk nya, di peduli lindungi sertifikat gua ada, lah ini update tambah jelek, mending hapus aja"
Rizky Abdullah,1,2023-06-22 19:49:39,Sangat susahhh
Angga Putra,2,2023-06-22 19:01:56,Mohon diperbaiki aplikasi ini dan semoga aplikasi ini kembali seperti dulu akses kepada orang disabilitas netra
Muhammad 001,1,2023-06-22 18:50:29,Kartu vaksinya gak ada
MOH SAED Madura,3,2023-06-22 18:39:53,Cukup baik
Madinah Doramei,1,2023-06-22 18:24:00,Sangat mengecewakan kenapa data ank saya dan saya gak masuk pada aplikasi cuman vaksin pertama yg masuk Percumah dong saya sekeluarga ikut vaksin kalau gak muncul sertifikatnya Bukannya di permudah malah di persulit mau naik pesawat gak bisa
Samuel Silalahi,1,2023-06-22 18:22:09,Udah vaksin ga muncul parah
Yeni sumardi,1,2023-06-22 17:52:48,"Waktu masih peduli lindungi, akun saya ada 4 orang untuk keluarga saya.sudah ada hasil vaksin semua. Setelah di-update NIK yg punya akun jadi berubah pake Nik salah satu anggota, hasil vaksin juga cuma satu punya salah satu anggota, lalu yang punya akun hasil vaksinnya kemana? Dan knapa nik nya gak bisa diganti?S"
Azt Channel,1,2023-06-22 17:50:54,Mau nampilin sertifikat vaksin ko ngga ada
KUYANGHUNTER chan,1,2023-06-22 17:49:36,"Apa ki, ganti2 terus.. update terus.. tapi aplikasi gk maksimal.. ribet. Capek deh.."
Krisna Nugraha,3,2023-06-22 16:45:22,Kok sekarang aplikasi PeduliLindungi sudah tidak ada ya dan di ganti dengan ini ya? Aplikasi ini tidak bisa kita melihat dan mendownload kartu vaksin
Topi Buuk,1,2023-06-22 16:16:02,Aplikasi bikin syulit ga bisa masuk sama sekali padahal udah bener
05 Cindy permatasari,5,2023-06-22 16:05:59,Aku sukakk sama apk ini
Udin Danial,1,2023-06-22 14:53:01,Sangat bermamfaat
Raden Ardy,5,2023-06-22 13:11:31,thanksss
virendra yuki,1,2023-06-22 12:49:20,"asli .mending yg dulu ..dulu c4 bnget update status vaksin ketika udah selesai d vaksin nah sekarang ..sudah vaksin booster 2 mlh sertifikatnya kgak muncul2 .,malah data yg dulu ditambahkan hilang dan musti masukin lagi..yg ngelola ayolah jan makan gaji buta ...,rport aja ni aplikasi biar d blacklist sama google..buruk sumpah cs nya juga no respon"
Hendri Pansel,1,2023-06-22 12:44:11,Data gw semua ilang.meski kmn inih
Suriati Kevin,1,2023-06-22 12:26:04,Bgmna cara krja aplikasi ini masa mau download sertifikat vaksin ngk bisa
Bariqul Fikri,1,2023-06-22 12:16:34,Sudah masuk otp ttp salah
Reza Fatturahman,1,2023-06-22 11:55:18,"Tolong lah masa akun temen saya pake NIK saya sama Nomernya lagi, gimana nih saya mau login akun saya kgk bisa.."
andira 2508,5,2023-06-22 11:50:11,Tdk bisa di download
Dian Arisandi,5,2023-06-22 11:44:28,Good
Valeria Valeri,3,2023-06-22 11:20:21,Mohon diktifkan aplikasi ini
Amin Lumintang,1,2023-06-22 11:17:52,"Sudah vaksin 3x malah diaplikasi tidak ada sertifikat, hapus aja aplikasinya"
Yuliana Lisa,5,2023-06-22 09:51:38,Sangat baik
hizbullah bengkulu,1,2023-06-22 08:33:37,Tambah kacau
Herdi Ansyah,5,2023-06-22 08:17:41,Baik
ANDI ALIEF,1,2023-06-22 07:51:45,di update malah tambah rusak K*NT*l
Rahmanda Ramaisa,1,2023-06-22 07:50:54,"aplikasi gajelas, padahal sudah vaksin booster tapi belum muncul juga sertifikat nya, diperbaharui juga di update tetap saja gak muncul muncul, bagaimana ini? tolong dong agar lebih cermat lagi, masih banyak orang yang membutuhkan aplikasi ini."
Fel lix,1,2023-06-22 07:26:00,Yg ngoding sape si? Login aja gajadi. Klo ada masukan dari prngguna dibaca lah. Update doang gada yg lebih baik. Nggak kebayang gw liat app resmi kya gini.
NHA Official,5,2023-06-22 07:21:04,bagus
afifa sahira,1,2023-06-22 06:52:51,Sangat sangat tidak direkomendasikan
kwee no mi,5,2023-06-22 00:33:55,waktu nya uninstall 🤣🤣
SAWIDA 19,1,2023-06-21 23:49:17,Aduh aduh bukan memperbaiki dan mempermudah malah mempersulit... Indonesia #gajelas #banyakkorup
Akun Sial,1,2023-06-21 23:27:06,Stiap mau login gabisa banyak buk ealah bikin ribet aja ni
Nur Indah Sari,1,2023-06-21 22:52:38,"Salam... Saya mau minta solusi bagaimana caranya Hasil Vaksin Kedua saya bisa di Klaim di kantor pusat Kemenkes RI ? Saya sudah vaksin kedua dari bulan April 2023 dan tempat saya vaksin sudah menginput vaksin kedua saya, namun belum di Klaim dari kantor Pusat sampai sekarang. Saya juga sudah Vaksin Booster Dosis 1 tapi hasil/sertifikat Vaksin tidak muncul di Apk SatuSehat karna Vaksin kedua belum di Klaim. Terima kasih."
